Kategori_Cyberbullying,Text_Preprocessed,Text_Tweet
Degradasi Moral & Pelecehan Seksual,bencong,bencong kali
Degradasi Moral & Pelecehan Seksual,kamus aku bencong women,Kamus harus mengakui bencong sebagai women
Degradasi Moral & Pelecehan Seksual,bencong bences,bencong dan bences
Degradasi Moral & Pelecehan Seksual,bedain lakilaki perempuan jenggot cuman helai lakilaki pala botak jenggot lebat coba cek bencong jenggot klimisin,"Yang bedain laki-laki dan perempuan adalah jenggot.. walau cuman 3 helai.. 
Laki-laki meski pala nya botak, jenggot biasanya masih ada lebat..

Coba Cek bencong.. meski ada jenggot,  pasti di klimisin.. "
Degradasi Moral & Pelecehan Seksual,transpuan transgender perempuan bahasa sini wariabencongbanci laki gender puan cispuan manusia memek cislaki manusia kontol transpuan perempuan logika transpuan cislaki,"transpuan itu transgender perempuan, bahasa sininya waria/bencong/banci (laki2 bergender puan)

cispuan itu manusia bermemek, cislaki itu manusia berkontol. Tapi transpuan itu perempuan. Logika mereka: transpuan = cislaki"
Degradasi Moral & Pelecehan Seksual,mbb tangan bekad minyak beb kalo semenjak tau lesbi tuh laki ganas ngejar do say fetish ama cewe lesbi,"Mbb, tanganku bekad minyak tadi. Tapi beb, kalo semenjak tau kamu lesbi juga tuh laki makin ganas ngejar.... I do say, dia punya fetish ama cewe lesbi...."
Degradasi Moral & Pelecehan Seksual,gmn kt bs dapetin juun rambut lesbi,gmn caranya kt bs dapetin JUUN RAMBUT LESBI
Degradasi Moral & Pelecehan Seksual,juun rambut lesbi emang memggoda bgt,juun rambut lesbi emang MEMGGODA BGT
Degradasi Moral & Pelecehan Seksual,tonton lesbi gl series ka,Tontonan lesbi gl series ka
Degradasi Moral & Pelecehan Seksual,wow wow labeling cewe lesbi problematik dasar lu goblok sih aplg ngecap cewe problematik sendiriny jelasin logika lucu jg wkwk generalization dasar gagal ngejelasin controversial ignorance,"Wow wow labeling cewe lesbi + problematik tanpa dasar = lu goblok sih. Aplg ngecap cewe problematik tapi sendiriny g bisa jelasin logikanya, lucu jg wkwk. Generalization tanpa dasar + gagal ngejelasin = bukan controversial, cuma ignorance."
Degradasi Moral & Pelecehan Seksual,lesbi problematik kak,Kamu lesbi apa problematik kak?
Degradasi Moral & Pelecehan Seksual,zuzur cewk cewk nyipnyop lesbi aja kaya gweh mah,ZUZUR SAMA cewk cewk nyipnyop lesbi aja kaya gweh mah
Degradasi Moral & Pelecehan Seksual,lesbi gara gara wolfcut gobloookkkkkkok mikir gitu yak,dikira lesbi gara gara wolfcut gobloookkkkkkok orang ada yang bisa mikir gitu yak
Degradasi Moral & Pelecehan Seksual,sumpah cinta nyul kalo lesbi suka ma homo nama ken gw cipok tuh nyol nyolnya,"Sumpah aku kecintaan sama nyul, kalo lesbi suka ma homo namanya apa...?? Pengen gw cipok tuh nyol nyolnya"
Degradasi Moral & Pelecehan Seksual,teman gei lesbi then lapender merij,dari pertemanan gei dan lesbi then lapender merij
Degradasi Moral & Pelecehan Seksual,selesai tanam butterbur rumi alih patch prism mi sisi onshitsu mah tanamantanaman tumbuh tinggi batang kokoh cabang bentuk,"Setelah menyelesaikan menanam Butterbur, Rumi beralih ke lima patch Prism Mikan yang berada di sisi lain Onshitsu Mah?.

Tanaman-tanaman itu kini telah tumbuh lebih tinggi. Batangnya kokoh, dengan percabangan yang mulai terbentuk jelas."
Degradasi Moral & Pelecehan Seksual,rumi panen spring dew rumi patch kosong onshitsu mah tanah bersih gembur terima hidup,"Satu hari setelah Rumi panen Spring Dew, Rumi kembali lima patch kosong di Onshitsu Mah?. Tanahnya telah bersih dan gembur, siap menerima awal kehidupan yang baru."
Degradasi Moral & Pelecehan Seksual,ku bantai mulut tetangga yg suka nyinyir pake zoltrak maho wkwkwkwk,Akan ku bantai mulut2 tetangga yg suka nyinyir pake zoltrak maho wkwkwkwk
Degradasi Moral & Pelecehan Seksual,urus keluarga mu maho,"Urus saja keluarga mu sendiri,  itu pun kalau ada. Paling2 juga maho..."
Degradasi Moral & Pelecehan Seksual,domoto reiken lambat kecuali muncul pintu onshitsu mah,"Tentu saja. Domoto Reiken tidak pernah terlambat
Kecuali bahwa tiga hari ke depan, yang akan muncul di pintu Onshitsu Mah? bukan dirinya."
Degradasi Moral & Pelecehan Seksual,ruang rapat onshitsu mah selesai tanam fuki baamintos tanam musim semi pertama ambil kaleng siram gantung dinding pintu,"Tapi ini bukan ruang rapat. Ini Onshitsu Mah?, dan ia baru saja selesai menanam Fuki dan Baaminto-s?, tanaman musim semi pertamanya. Ia mengambil kaleng penyiram yang tergantung di dinding dekat pintu masuk,"
Degradasi Moral & Pelecehan Seksual,pagi onshitsu mah sunyi suara gemericik sistem sihir lembap desis lembut sudutsudut rumah kaca cahaya musim semi seruak panel kaca jatuh hangat deret patch tanah kosong,"Pagi itu, Onshitsu Mah? terasa lebih sunyi dari biasanya  hanya suara gemericik sistem sihir pelembap yang sesekali mendesis lembut di sudut-sudut rumah kaca. Cahaya musim semi menyeruak melalui panel kaca, jatuh hangat di atas deretan patch tanah yang masih kosong."
Degradasi Moral & Pelecehan Seksual,mah hode cb cek yg maenin akun om om loser pecun incel retard bau ketek anggur,"itu mah hode jelas, cb cek siapa yg maenin akunnya ya om om loser pecun incel retard bau ketek pengangguran"
Degradasi Moral & Pelecehan Seksual,lahdiplomasi tugas pimpin yg udh lu pilih knp nyalahin netizen ni kalo pecun termulotak gak tp tp sok paham udehhlu tiktokan aja,"Lah..diplomasi itu tugas pemimpin yg udh lu pilih, knp nyalahin netizen? Begini ni kalo PECUN TERMUL...otak gak ada tp tp sok paling paham. Udehh...lu tiktokan aja sana"
Degradasi Moral & Pelecehan Seksual,kacung soggy pecun berani pake akun awkwkwk soggy,kacung soggy pecun beraninya pake akun baru awkwkwk apa ini soggy sendiri?
Degradasi Moral & Pelecehan Seksual,inti zionis indonesia tetep patut karma khianat brics birah diktator prabowo ngemis proyek trump rela piece of shit termul pecun bisa ngejilat mah mikir,"Intinya zionis Indonesia tetep patut mendapat karma setelah berkhianat dari BRICS karena birahi diktator Prabowo yang ngemis proyekan dari Trump dengan rela masuk ""piece of shit"".

Tapi Termul pecun yang bisanya ngejilat mah mana bisa mikir."
Degradasi Moral & Pelecehan Seksual,emang dasar pecun,Emang dasar pecun
Degradasi Moral & Pelecehan Seksual,njiiir ngakak apa ternak mulyono maklum sih kaum wabahpecun alias,Njiiir  ngakak apa² ternak mulyono maklum sih kaum wAbah/pecun alias 24% 
Degradasi Moral & Pelecehan Seksual,ajar atur nikah agama eh lu pecun lonte mah ga didik pake agama pantesan sih pecun lonte buang sm orantuanya,Belajar lagi aturan pernikahan dalam agama.. eh lu pecun lonte mah ga dididik pake agama ya.. ya pantesan sih jadi pecun lonte.. langsung dibuang sm orantuanya
Degradasi Moral & Pelecehan Seksual,ngeri takuttt tampol pecun hhhh,Ngeri juga... Takuttt tampol dong sini pecun hhhh
Degradasi Moral & Pelecehan Seksual,plss bgt yg nagihh bgt asa pecun,"plss pernah bgt sama yg begini, nagihh bgt berasa jadi pecun "
Degradasi Moral & Pelecehan Seksual,ga baca ga paham point gua mana lu pake foto wowok enggak pecun gitu ngatain pake akun anon jirr,Ga bisa baca ga bisa paham point gua kemana mau lu pake foto wowok juga ...seenggaknya jangan jadi pecun gitu ngatain orang pake akun anon jirr
Degradasi Moral & Pelecehan Seksual,bocil barbar biadab model pecun,"Bocil2 barbar biadab.

Modelan pecun semua."
Degradasi Moral & Pelecehan Seksual,nikah marriage rape ga nikah mbak melihara pecun aja,Kalau pernikahan ada marriage rape ga usah nikah mbak melihara pecun aja
Degradasi Moral & Pelecehan Seksual,dumay dunia tipu nipu wajah nipu lokasi nipu sgl trick tipu jgn pecun jg slm,"Dumay , dunia tipu² 
  - Nipu Wajah
  - Nipu lokasi
  - Nipu sgl Trick Penipuan
Jgn²  PECUN  jg slm ini"
Degradasi Moral & Pelecehan Seksual,diliatliat emang style kek pecun ye,diliat-liat emang style nya kek pecun ye
Degradasi Moral & Pelecehan Seksual,iya istri salah gak maen fisik cok pecun,"Iya istrinya salah, tapi gak maen fisik juga cok. Pecun amat"
Degradasi Moral & Pelecehan Seksual,katain lonte pecun,enak mana di katain lonte apa pecun?
Degradasi Moral & Pelecehan Seksual,gue liatliat kayak pecun,gue liat-liat mulai kayak pecun ya
Degradasi Moral & Pelecehan Seksual,suruh goddess fae kau isap dick la butoh muka serabut goddess fae sial lacur la support malam puki hahaha,Suruh goddess Fae kau isap dick I la butoh ...muka serabut goddess Fae sial ..macam pelacur la dia .kenapa u support sangat malam2 dia bagi u puki ke hahaha
Degradasi Moral & Pelecehan Seksual,gw yz ga kek syq aja hei shou ndiri bjir tega bgt panggil lacur,gw kira yz ga bakal kek syq ternyata sama aja...... hei ini shou kalian ndiri bjir tega bgt dipanggil pelacur........
Degradasi Moral & Pelecehan Seksual,bayar rm utk recognised kawan binatang muka buruk hati busuk hitam duit org taknak bayar dasar kongkek lacur dpt kau bayar duit org deal dgn anak haram make sure mintak duit kau dah expert,"Aku bayar rm500 utk recognised kawan binatang muka buruk hati busuk hitam. Duit org taknak bayar. Dasar bapak dia kongkek pelacur dpt kau tak bayar duit org. 

Deal dgn anak haram make sure mintak duit dulu jika kau dah expert kerja."
Degradasi Moral & Pelecehan Seksual,nemu yg zaman mitologi kayak speechless masak jaman mitologi lacur lacut gtu sih hmmmm kepooooo kepo bgd tipe anak,"nemu yg zaman mitologi juga, kayak speechless masak jaman mitologi ada pelacur pelacut gtu sih???
hmmmm kepooooo, kepo bgd lagi aku tipe anaknya:"""""
Degradasi Moral & Pelecehan Seksual,klo sampe film gtu kisah lacur gtu yg tobat fix gw nntn kayak sejarah hidup gak sih sejarah hidup org beda beda yah,"klo sampe ada di film gtu kisah pelacur gtu yg tobat, fix gw bakal nntn!!

kayak itu sejarah hidup gak sih:""

sejarah hidup org kan beda beda yah...."
Degradasi Moral & Pelecehan Seksual,lik dlu ntr share ttg lacur perempuan jaja butuh nasib hidup,"lanjut kulik dlu, ntr mau share ttg PELACUR/ PEREMPUAN YANG MENJAJAKAN DIRINYA untuk kebutuhan atau nasib hidup~~~"
Degradasi Moral & Pelecehan Seksual,baca baca ttg artikel artikel lacur dunia,"lagi baca baca ttg artikel artikel  ""pelacur"" di seluruh dunia~~~"
Degradasi Moral & Pelecehan Seksual,lacur zionist,Pelacur zionist!!!
Degradasi Moral & Pelecehan Seksual,benar benci lacur hina anak haram capcap erat jerat jiwa raganyaseakan ukir bara tak padam andai bakar lacur lacur lacur mata kabut emosi tumpuk gumpal,"dengan kebenaran yang ia benci.

LACUR. HINA. ANAK HARAM.

Cap-cap itu mengerat, menjerat jiwa dan raganyaseakan terukir dengan bara yang takkan padam, bahkan andai ia membakar dirinya sendiri sekalipun.

LACUR. LACUR. PELACUR.

Matanya mengabut. Emosi menumpuk, menggumpal ..."
Degradasi Moral & Pelecehan Seksual,abis jilmek lacur,Abis jilmek pelacur??
Degradasi Moral & Pelecehan Seksual,betina anak lacur,Betina anak pelacur
Degradasi Moral & Pelecehan Seksual,nyebarinny ko hoax krn udh tau km anak lacur dajjal kah hshah,nyebarinny ko hoax? krn udh ketauan km anak pelacur dajjal kah? hshah
Degradasi Moral & Pelecehan Seksual,dewasa yg nyuruh mati ngatain mak lacur laen ente,Orang dewasa mana yg nyuruh orang lain mati & ngatain mak orang pelacur? Agak laen ente
Degradasi Moral & Pelecehan Seksual,mecari dukung kristen caci maria lacur ludah ikut yesus, mecari dukungan orang2 kristen padahal mereka mencaci maria sebagai pelacur dan meludahi pengikut yesus.
Degradasi Moral & Pelecehan Seksual,btw lucu lu mikir ga perawan lacur asli sadar banggg sadar elu yg gila sinijd gay aja lu bg kasi bgt gw,"btw, lucunya, lu malah mikir yang ga perawan itu pelacur. asli, sadar banggg sadar elu yg gila di sinijd gay aja lah lu bg kasian bgt gw"
Degradasi Moral & Pelecehan Seksual,anak lacur melayu da bising lapor bedah siasat adib takde luka badan adib consistent pukul tangan kaki mai dr lacur melayu ala prof betina melayu bodo tu tukar naratif bodoh melayu,"Anak pelacur melayu da bising. Laporan bedah siasat adib pertama kata takde luka atas badan adib yang consistent dengan pukulan guna tangan dan kaki. Mai dr pelacur melayu ala2 prof betina melayu yang bodo tu, terus Tukar Naratif. Bodoh punya melayu."
Degradasi Moral & Pelecehan Seksual,bantak driver grap yg pd ajak main vidio porno mrk yg suka ngalong malam sdh bnyk kasus grap main live lacur lacur yg bigo ka jd bgtu laku,Bantak driver2 grap itu yg pd diajak main vidio porno & mrk itu yg suka ngalong malam & sdh bnyk kasusnya grap main live sama pelacur pelacur yg di bigo ka jd memang bgtu kelakuannya
Degradasi Moral & Pelecehan Seksual,lu yg dapet perek lahirin lu,Bapak lu yg dapet perek lahirin lu
Degradasi Moral & Pelecehan Seksual,perek,Perek
Degradasi Moral & Pelecehan Seksual,perek,perek
Degradasi Moral & Pelecehan Seksual,fandom neraka sih bayangin onggok kontol korea nonexistent sampe segitunya ngerendahin kaum lu kayak lu perempuan gampang banget ngatain lonte perek perempuan,"Itu fandom bakal paling banyak masuk neraka sihbayangin buat seonggok kontol Korea yang nonexistent itu sampe segitunya ngerendahin kaum lu sendiri, kayak lu perempuan tapi gampang banget ngatain lonte, perek ke sesama perempuan????"
Degradasi Moral & Pelecehan Seksual,perek,sini perek
Degradasi Moral & Pelecehan Seksual,kontol gw nyari temen maen gilir gua ajakin maen gamau tp gw iseng ngmg kalo cuddle eh perek gw ken hangout anjenggg,"kontol gw nyari temen maen giliran gua ajakin maen gamau, tp gw iseng ngmg kalo cuddle dia mau eh perek gw pengen hangout anjenggg"
Degradasi Moral & Pelecehan Seksual,gua kata perek ama franco tuh tp gaada bilang tank hama,"gua dikata perek ama franco tuh, tp gaada bilang tank hama"
Degradasi Moral & Pelecehan Seksual,gaada yg salah kalo dipakenya butuh kuliah anjrit emang tuju kecuali tu duit kipk dipake foya nonton konser mabok sewa perek dah pukulin rame rame kalo,"ya lagian gaada yg salah kalo dipakenya buat kebutuhan kuliah anjrit. kan emang tujuannya itu. kecuali tu duit kipk dipake foya2. nonton konser lah mabok lah sewa perek lah, baru dah kita pukulin rame rame kalo ini"
Degradasi Moral & Pelecehan Seksual,fav perek,fav perek aku
Degradasi Moral & Pelecehan Seksual,perek banget jir,perek banget jir
Degradasi Moral & Pelecehan Seksual,cela perek lacur mulut lu,Dari semua kata celaan kenapa harus perek sama pelacur yang keluar dari mulut lu.
Degradasi Moral & Pelecehan Seksual,perek gmn,Perek apa gmn ini
Degradasi Moral & Pelecehan Seksual,perek mah bkn istri some aja udh,Perek itu mah bkn istri  ikut 4some aja udh
Degradasi Moral & Pelecehan Seksual,perek bangsat,Perek bangsat!
Degradasi Moral & Pelecehan Seksual,wkwkwk nama bandot tau tua muda mas yg nyeruduk aja,"wkwkwk namanya bandot mana tau tua atau muda mas, yg penting nyeruduk aja "
Degradasi Moral & Pelecehan Seksual,kadang emang realitanya makhluk yg ken manja jg suka tarik ulurjadi si bandot jg nyari sempat mas bim,Kadang emang realitanya makhluk yg pengennya di manja itu jg suka tarik ulur..jadi si bandot jg nyari kesempatan lain kan mas bim 
Degradasi Moral & Pelecehan Seksual,wkwkw makhluk yg mandja bby yg neng seruduk ama bandot,"Wkwkw karena dia kan makhluk yg harus d mandja bby, bukan yg seneng d seruduk ama bandot "
Degradasi Moral & Pelecehan Seksual,ikan dah ni bang bandot,ikannya dah banyak ni bang bandot
Degradasi Moral & Pelecehan Seksual,ngakak wkwk bayi bandot,Ngakak wkwk bayi bandot
Degradasi Moral & Pelecehan Seksual,manusia tolol lu bandot klo gw elu gue nabung bank depo anjing wlwkwkwkwk nyari scatter lu,"Manusia paling tertolol adalah LU  bandot 
Klo gw jadi elu bakal gue nabung ke bank bukan depo anjing wlwkwkwkwk nyari scatter lu"
Degradasi Moral & Pelecehan Seksual,asli engga bandot,Asli apa engga bandot
Degradasi Moral & Pelecehan Seksual,lucu bela si bandot pipi tembem maling kuota haji,Tambah lama tambah lucu pembelaan si bandot pipi tembem maling kuota haji...
Degradasi Moral & Pelecehan Seksual,amerika kalah perang perang vietnam perang mujahidin afghanistan film action anggap menang muncul si bandot tua silvester stallone si tua bangka arnold schwarzenegger,"Sebenarnya Amerika itu kalah terus dalam Perang, sejak Perang Vietnam hingga Perang dengan Mujahidin Afghanistan.
Hanya di Film Action saja yang dianggapnya menang, dengan memunculkan Si Bandot Tua Silvester Stallone atau Si Tua Bangka Arnold Schwarzenegger..."
Degradasi Moral & Pelecehan Seksual,ngefly nampaknya bandot,Ngefly nampaknya bandot ini
Degradasi Moral & Pelecehan Seksual,cabe bandot kh,cabe bandot kh itu
Degradasi Moral & Pelecehan Seksual,wkwkwkwk bandot kebelet kawin,Wkwkwkwk.... Ada bandot kebelet kawin 
Degradasi Moral & Pelecehan Seksual,iya kuh pidana undang lindung anak ikhlas anak perempuan umur thn trus dikawinin bandot tua astagfirullah sah agama sah negara anggap pidana,"dulu iya. sekarang tidak. ada kuh pidana n undang2 perlindungan anak. jadi kamu ikhlas, jika punya anak perempuan umur 6thn, trus dikawinin sama bandot tua?
astagfirullah. sah menurut agama? sah! sampai sekarang masih begitu. tapi negara akan menganggapnya pidana."
Degradasi Moral & Pelecehan Seksual,yg sebar musuh benci dengki iri bandot wahabi layak panutan,"Orang yg selalu ini  menyebar permusuhan, kebencian, dengki, iri seperti bandot Wahabi ini tak layak jadi panutan"
Degradasi Moral & Pelecehan Seksual,antum rela anak perempuan thn dikawinin bandot tua diewek umur thn bejat bejat nunjuk bejat ga bikin bejat agama antum bejat bejat ajaantum kaum munafik calon huni hawiyah,"jadi antum rela punya anak perempuan masih 6thn dikawinin sama bandot tua, diewek saat umur 9thn? jika sama bejatnya, ya bejat saja. nunjuk bejatnya orang lain ga bikin bejat ""agama"" antum jadi lebih baik. bejat ya bejat aja.antum memang kaum munafik, calon penghuni hawiyah."
Degradasi Moral & Pelecehan Seksual,iya dimedsos grombolan bela si bandot maling kuota haji intens bela tua sy sih nila menjijikanmereka usaha rubah tai kucing jd permen coklat,"Iya dimedsos grombolan pembela si bandot maling kuota haji begitu intens membela tuanya...
Sy sih menilainya menjijikan...mereka berusaha merubah tai kucing jd permen coklat..."
Degradasi Moral & Pelecehan Seksual,iya sy prihatin dg sitem hukum indonesia sy jawa tp liat laku lukas tdk adil si bandot maling kuota haji dpt istimewa sehat lukas prioritas yg mmenuhi syarat bantar tahan rmhkota,"Iya sy prihatin dg sitem hukum di Indonesia... 

Sy orang jawa tp liat perlakuan pak Lukas seperti tdk adil karena si bandot maling kuota haji seperti dpt keistimewaan padahal sehat... 

Harusnya pak Lukas lebih prioritas yg mmenuhi syarat untuk dibantarkan atau tahanan rmh/kota"
Degradasi Moral & Pelecehan Seksual,senjata makan tuan bandot tengik,Senjata makan tuan bandot tengik. 
Serangan Psikologis & Sindiran,hancur knalpot kl ngotot tembak mati aja sampah tolol gembel busuk model goblok gitu,"HANCURKAN KNALPOTNYA DI TEMPAT!!!
KL DIA NGOTOT, TEMBAK MATI AJA SAMPAH2 TOLOL GEMBEL BUSUK MODEL GOBLOK GITU!!!"
Serangan Psikologis & Sindiran,cape bgt ken mati aja,cape bgt pengen mati aja
Serangan Psikologis & Sindiran,oalah fans persib mati aja deh lu bubarin aja liga tarkam nambah nambahin populasi org tolol,Oalah fans persib. Mati aja deh lu. Bubarin aja liga tarkam ini nambah nambahin populasi org tolol
Serangan Psikologis & Sindiran,udah mati aja udah ngga kuat,"Aku udah mau mati aja, aku udah ngga kuat:("
Serangan Psikologis & Sindiran,mending si bahlil si gendut mati aja anjing biang indo,"mending si bahlil sama si gendut itu mati aja anjing, biang masalah indo"
Serangan Psikologis & Sindiran,manusia pedo tuh mati aja,manusia² pedo tuh mati aja
Serangan Psikologis & Sindiran,ka jgn mati aja sih,"boleh ka, jgn mati aja sih"
Serangan Psikologis & Sindiran,istril kontol mati aja binatang,istril kontol mati aja sana binatang
Serangan Psikologis & Sindiran,halah ngentot emang lu hetero gak normal tuh temen lu tuh monyet nyebarin sakit anak perempuan goblok mati aja lu anjing hetero salah idiot anak anjing,"halah ngentot, emang lu hetero juga pada gak normal kok, tuh temen lu tuh monyet, nyebarin penyakit ke anak kecil sama perempuan, goblok, mati aja lu anjing hetero itu salah, idiot anak anjing."
Serangan Psikologis & Sindiran,mati aja kau neraka,Mati aja kau di neraka
Serangan Psikologis & Sindiran,ken mati aja,pengen mati aja rasanya
Serangan Psikologis & Sindiran,team angkat nder smsm waktu umur tahun tau bgt pandang kasihan sm org org tp tau jg asa ttg kasih sayang papa krn suka bapak mati aja peluk nder isokay isokay papa paham sana,"Kita y team seangkatan nder smsm waktu umur 10 tahun. Tau bgt rasanya dipandang kasihan sm org org. Tp kurang tau jg perasaanmu ttg kasih sayang papa krn aku lebih suka bapakku mati aja  peluk jauh nder isokay isokay, papamu pasti paham kok disana"
Serangan Psikologis & Sindiran,yg ngerokok kendara mobil motor truk mending lnsg mati aja drpd bikin org celaka jalan raya abu rokok muncul statement kalo jalan pake kaca,"Apalagi yg ngerokok di kendaraan (mobil, motor, truk).
Mending kalian lnsg mati aja drpd bikin org celaka di jalan raya kena abu rokokmu!

*Paling muncul statement:
Makanya kalo di jalan pake kacanya!"
Serangan Psikologis & Sindiran,bot mati aja la kontol ga idup lo smoga idup lo gabakl tenang boto playingviktim najis kontol,boti mati aja la kontol ga guna idup lo smoga idup lo gabakl tenang boto playingviktim najis kontol
Serangan Psikologis & Sindiran,si peler alay banget babi babi pusinh ga mati aja haha,"Si peler alay banget babi babi pusinh katanya, kenapa ga mati aja sekalian haha"
Serangan Psikologis & Sindiran,suntik mati biaya ka pikir pikir hidup tua habis biaya tabung ditinggalin gitu aja mending pas uang program suntik mati aja biar keluar hidup efisien,"Kalau suntik mati biayanya berapa ka?
Saya pikir pikir hidup misalnya sampai tua, habis biaya ini itu, tabungan bakalan ditinggalin gitu aja. Mending pas uangnya cukup ikut program suntik mati aja biar pengeluaran hidup lebih efisien."
Serangan Psikologis & Sindiran,kalo stres bunuh aja bang,Kalo stres bunuh diri aja bang
Serangan Psikologis & Sindiran,gue ga bunuh aja uda keren bgt,gue ga bunuh diri aja uda keren bgt
Serangan Psikologis & Sindiran,bunuh aja lu monyetmau gue penggal kepala lu hah,"Bunuh diri aja lu monyet,mau gue penggal kepala lu sini hah?"
Serangan Psikologis & Sindiran,bunuh aja bang,bunuh diri aja bang
Serangan Psikologis & Sindiran,mending bunuh aja bang kasi orgtua lu,Mending bunuh diri aja bang sana kasian orgtua lu
Serangan Psikologis & Sindiran,gw bunuh aja gak jg gw,"gw bunuh diri aja, gak guna jg gw"
Serangan Psikologis & Sindiran,hama dunia bunuh aja dek,Hama dunia bunuh diri aja sana dek
Serangan Psikologis & Sindiran,penyepong rezim mending mati bunuh aja sih lo gua,penyepong rezim mending mati bunuh diri aja sih lo kata gua
Serangan Psikologis & Sindiran,ga gua bunuh aja,apa ga lebih baik gua bunuh diri aja?
Serangan Psikologis & Sindiran,gua nggak tau gubernur malu gua saranin bunuh aja dah,"gua nggak tau siapa gubernurnya. tapi kalau masih punya malu, gua saranin bunuh diri aja dah "
Serangan Psikologis & Sindiran,ku trump netanyahu bunuh aja,"Menurut ku, lebih baik Trump sama Netanyahu bunuh diri aja"
Serangan Psikologis & Sindiran,kalo gue bunuh aja sih hsksjshs,KALO GUE BUNUH DIRI AJA SIH HSKSJSHS
Serangan Psikologis & Sindiran,ayat larang bunuh aja isi allah sayang,"Ayat larangan bunuh diri aja isinya ""Allah sayang kamu"""
Serangan Psikologis & Sindiran,ngarep kalo jo muncul rsj bunuh aja gara ga nerima nyata tolak ian kalah tj,Aku ngarep nya kalo jo muncul antara dia masuk rsj atau ya bunuh diri aja sekalian gara2 ga nerima kenyataan ditolak ian & kalah sama tj
Serangan Psikologis & Sindiran,nggak hindar marital rape bunuh muncul rasarasa cabul ambil pisau bunuh aja ,Nggak. Untuk menghindari marital rape kalian harus bunuh diri. Jadi setiap muncul rasa-rasa cabul langsung ambil pisau dan bunuh diri aja ya ^____^
Serangan Psikologis & Sindiran,emang binatang lakilaki kalo gak kontrol nafsu mending mati bunuh aja gihhh itungitung ngurangin populasi,"Emang binatang, laki-laki kalo gak bisa kontrol nafsu mending mati bunuh diri aja gihhh. Itung-itung ngurangin populasi."
Serangan Psikologis & Sindiran,tri lu ga bunuh aja keren gue,"trian lu ga bunuh diri aja keren menurut gue 
#BCWIsAboutToEndEps195"
Serangan Psikologis & Sindiran,bijak mutih yg gue gak suka kalo pns tes cpns angkat aja pegawai gak guna,"Kebijakan pemutihan dia yg gue paling gak suka. Kalo mau jadi PNS ya tes CPNS, ini asal angkat aja akhirnya tambah pegawai2 gak berguna"
Serangan Psikologis & Sindiran,gak anak nanggung beban rumah anak gak guna anak bontot gantiin peran anak tulang punggung,"Gak semua anak pertama nanggung beban di rumah, ada juga anak pertama yang gak berguna sama sekali, justru anak bontot yang gantiin  peranan anak pertama sebagai tulang punggung."
Serangan Psikologis & Sindiran,sempat nonton cdrama reborn bapak bener bikin gemes gak guna banget kakek nenek om tante ngeselin parah,"Baru berkesempatan nonton cdrama Reborn. Bapaknya bener2 bikin gemes. Jadi bapak kok gak berguna banget?? Kakek, nenek, om, dan tantenya juga ngeselin parah."
Serangan Psikologis & Sindiran,iya jgn anggap enteng bgt ah gin doang ngamuk dri entengkecil doang lu anggap gak guna bgt gimana lu dpt feedback think better twice ngmngngetik tuh,"Iya, jgn anggap enteng bgt dengan kata ah cuma segini doang ngamuk. Malah dri hal enteng/kecil ini doang lu anggap gak berguna bgt, gimana lu mau dpt feedback hal serupa? Think better twice lah kalau mau ngmng/ngetik tuh"
Serangan Psikologis & Sindiran,kuliah abai mertua mama sayang besarin kalo suami keluarga suami gak guna topang dengerin saran sesat,"kuliah, abaikan mertua begitu  mama kamu masih sayang dan mau besarin kamu, jadi kalo suami dan keluarga suami gak berguna, kamu masih ada penopang. jangan dengerin saran menyesatkan."
Serangan Psikologis & Sindiran,tukang parkir gak guna gak amanah,Tukang parkir Gak berguna gak amanah
Serangan Psikologis & Sindiran,pilih bagus bagus ngurangin populasi manusia gak guna,"Pilihan bagus, bagus buat ngurangin populasi manusia2 gak berguna"
Serangan Psikologis & Sindiran,skill gak guna lo kuasa banget lo bangga,"Apa satu skill ""gak berguna"" yang lo kuasai banget dan lo bangga sama itu?"
Serangan Psikologis & Sindiran,gak guna,22nya gak berguna
Serangan Psikologis & Sindiran,bener nih nyoblos biji anak tuh pejuh guna ingetin nyoblos si biji gak guna gabisa bikin ngedesah sampe klimaks makan ati,"Nah, baru bener nih yang nyoblos bijinya 2 dan bisa beranak dan tuh pejuh berguna. Ingetin dia karena dia pernah nyoblos si biji 1 yang gak berguna dan gabisa bikin ngedesah sampe klimaks + makan ati"
Serangan Psikologis & Sindiran,pimpin gak guna ngebacot,"Pemimpin gak berguna, cuma bisa ngebacot"
Serangan Psikologis & Sindiran,turun diplomasi gabung perintah aja kaga wkwkwk minimal malu bayar menlu mahal gak wapresnya gak guna,"Malah yang turun diplomasi orang yang gabung pemerintahan aja kaga wkwkwk. 
MINIMAL MALU! 
Kita bayar menlu mahal tapi gak ada guna, apa lagi wapresnya lebih gak berguna lagi."
Serangan Psikologis & Sindiran,org tolol bodoh yg gak guna spt yg tahan tahan negara efek main org yg keliling hidup makmur lanjut rakyat gigit jari,Justru org tolol dan bodoh yg gak berguna spt inilah yg bakal tetap bertahan dan di pertahankan di negara. efeknya bukan main buat org yg di sekelilingnya bisa hidup makmur berkelanjutan. Rakyat? Ya cuma gigit jari
